task_id,timestamp,task_type,file_type,finance_domain,evaluation_criterion,agent,success,score,error_type,processing_time_sec,file_size_kb,complexity_score
TASK_0424,2024-01-18 16:00:00,Data Extraction,JSON,Asset Management,Accuracy,Agent_B,True,80.77,,19.43,4957,1
TASK_0425,2024-01-18 17:00:00,Data Extraction,Word,Risk Management,Timeliness,Agent_A,True,87.56,,31.29,2935,4
TASK_0426,2024-01-18 18:00:00,Market Research,PDF,Trading,Accuracy,Agent_B,True,82.78,,52.15,1336,7
TASK_0427,2024-01-18 19:00:00,Data Extraction,CSV,Retail Banking,Timeliness,Agent_C,True,90.86,,32.89,2195,9
TASK_0428,2024-01-18 20:00:00,Data Extraction,PDF,Insurance,Timeliness,Agent_A,True,83.33,,38.59,4548,6
TASK_0429,2024-01-18 21:00:00,Compliance Check,Word,Investment Banking,Formatting,Agent_B,False,46.08,Logic Error,27.88,4949,7
TASK_0430,2024-01-18 22:00:00,Risk Assessment,Word,Insurance,Timeliness,Agent_A,False,44.01,Missing Data,34.51,1597,9
TASK_0431,2024-01-18 23:00:00,Data Extraction,PDF,Risk Management,Timeliness,Agent_C,False,51.24,Missing Data,37.02,4510,1
TASK_0432,2024-01-19 00:00:00,Market Research,CSV,Trading,Data Quality,Agent_C,True,75.53,,31.97,175,1
TASK_0433,2024-01-19 01:00:00,Market Research,Word,Risk Management,Formatting,Agent_B,True,86.84,,19.19,3590,1
TASK_0434,2024-01-19 02:00:00,Compliance Check,CSV,Asset Management,Data Quality,Agent_A,False,50.04,Missing Data,49.57,3086,10
TASK_0435,2024-01-19 03:00:00,Data Extraction,CSV,Retail Banking,Completeness,Agent_A,False,38.4,Logic Error,35.5,2944,3
TASK_0436,2024-01-19 04:00:00,Report Generation,JSON,Insurance,Accuracy,Agent_C,True,67.52,,41.44,4537,8
TASK_0437,2024-01-19 05:00:00,Compliance Check,Word,Investment Banking,Formatting,Agent_B,True,76.45,,12.13,1161,5
TASK_0438,2024-01-19 06:00:00,Market Research,JSON,Insurance,Compliance,Agent_B,True,85.79,,14.83,4876,6
TASK_0439,2024-01-19 07:00:00,Report Generation,PDF,Trading,Completeness,Agent_C,False,48.38,Hallucination,51.93,4076,10
TASK_0440,2024-01-19 08:00:00,Market Research,Excel,Retail Banking,Timeliness,Agent_A,True,91.2,,35.53,2720,5
TASK_0441,2024-01-19 09:00:00,Market Research,Excel,Trading,Data Quality,Agent_A,False,54.82,Missing Data,25.27,617,9
TASK_0442,2024-01-19 10:00:00,Compliance Check,Excel,Asset Management,Data Quality,Agent_C,True,89.31,,38.31,1485,1
TASK_0443,2024-01-19 11:00:00,Financial Analysis,CSV,Trading,Data Quality,Agent_B,True,82.52,,40.31,2816,10
TASK_0444,2024-01-19 12:00:00,Report Generation,PDF,Asset Management,Compliance,Agent_C,True,70.84,,38.75,850,7
TASK_0445,2024-01-19 13:00:00,Risk Assessment,CSV,Trading,Timeliness,Agent_C,True,86.49,,19.45,4600,9
TASK_0446,2024-01-19 14:00:00,Risk Assessment,Excel,Investment Banking,Data Quality,Agent_B,True,81.32,,20.47,1811,3
TASK_0447,2024-01-19 15:00:00,Report Generation,CSV,Trading,Timeliness,Agent_B,False,39.4,Missing Data,24.93,4915,2
TASK_0448,2024-01-19 16:00:00,Market Research,CSV,Insurance,Accuracy,Agent_C,True,85.58,,25.89,4596,10
TASK_0449,2024-01-19 17:00:00,Data Extraction,JSON,Trading,Compliance,Agent_C,True,85.46,,22.84,4696,8
TASK_0450,2024-01-19 18:00:00,Market Research,JSON,Asset Management,Timeliness,Agent_B,True,79.4,,19.33,1837,5
TASK_0451,2024-01-19 19:00:00,Compliance Check,Excel,Asset Management,Compliance,Agent_B,True,90.42,,22.25,3205,5
TASK_0452,2024-01-19 20:00:00,Compliance Check,CSV,Asset Management,Data Quality,Agent_C,True,79.65,,20.42,294,4
TASK_0453,2024-01-19 21:00:00,Financial Analysis,JSON,Retail Banking,Data Quality,Agent_B,True,84.23,,45.84,4576,2
TASK_0454,2024-01-19 22:00:00,Compliance Check,CSV,Risk Management,Data Quality,Agent_A,True,74.89,,19.07,4946,7
TASK_0455,2024-01-19 23:00:00,Report Generation,CSV,Risk Management,Data Quality,Agent_C,False,47.15,Missing Data,18.71,1883,5
TASK_0456,2024-01-20 00:00:00,Data Extraction,CSV,Trading,Data Quality,Agent_B,True,86.97,,0.47,4685,3
TASK_0457,2024-01-20 01:00:00,Risk Assessment,CSV,Investment Banking,Timeliness,Agent_A,True,71.52,,9.35,2373,8
TASK_0458,2024-01-20 02:00:00,Financial Analysis,Word,Insurance,Accuracy,Agent_C,True,77.38,,43.23,1141,3
TASK_0459,2024-01-20 03:00:00,Risk Assessment,CSV,Retail Banking,Formatting,Agent_C,False,62.75,Hallucination,18.22,2239,2
TASK_0460,2024-01-20 04:00:00,Financial Analysis,Excel,Asset Management,Data Quality,Agent_B,True,90.47,,49.45,854,8
TASK_0461,2024-01-20 05:00:00,Financial Analysis,Excel,Trading,Data Quality,Agent_A,True,78.23,,62.5,3682,2
TASK_0462,2024-01-20 06:00:00,Data Extraction,PDF,Asset Management,Completeness,Agent_A,True,88.46,,48.88,4165,2
TASK_0463,2024-01-20 07:00:00,Financial Analysis,CSV,Asset Management,Compliance,Agent_B,True,86.75,,50.77,536,5
TASK_0464,2024-01-20 08:00:00,Data Extraction,JSON,Trading,Timeliness,Agent_B,True,88.01,,33.11,4141,4
TASK_0465,2024-01-20 09:00:00,Market Research,Word,Asset Management,Accuracy,Agent_A,False,64.56,Timeout,48.39,4228,5
TASK_0466,2024-01-20 10:00:00,Data Extraction,Word,Insurance,Data Quality,Agent_C,True,77.76,,41.73,3223,7
TASK_0467,2024-01-20 11:00:00,Market Research,JSON,Investment Banking,Accuracy,Agent_B,False,33.6,Logic Error,32.87,625,1
TASK_0468,2024-01-20 12:00:00,Compliance Check,CSV,Investment Banking,Compliance,Agent_C,True,85.98,,39.24,1544,9
TASK_0469,2024-01-20 13:00:00,Market Research,Excel,Trading,Timeliness,Agent_C,True,82.74,,23.81,4713,7
TASK_0470,2024-01-20 14:00:00,Market Research,CSV,Trading,Data Quality,Agent_B,True,84.28,,39.77,3976,10
TASK_0471,2024-01-20 15:00:00,Compliance Check,PDF,Investment Banking,Completeness,Agent_A,False,69.87,Hallucination,52.86,2766,4
TASK_0472,2024-01-20 16:00:00,Compliance Check,JSON,Investment Banking,Compliance,Agent_C,False,56.18,Timeout,44.39,3522,6
TASK_0473,2024-01-20 17:00:00,Data Extraction,JSON,Trading,Timeliness,Agent_B,True,87.24,,14.97,867,3
TASK_0474,2024-01-20 18:00:00,Risk Assessment,CSV,Trading,Compliance,Agent_A,True,94.44,,52.78,4055,10
TASK_0475,2024-01-20 19:00:00,Risk Assessment,CSV,Insurance,Data Quality,Agent_B,True,76.26,,38.35,4847,1
TASK_0476,2024-01-20 20:00:00,Risk Assessment,JSON,Investment Banking,Formatting,Agent_C,True,93.09,,37.49,3644,5
TASK_0477,2024-01-20 21:00:00,Compliance Check,Word,Investment Banking,Timeliness,Agent_A,False,54.4,Incomplete Output,31.86,2580,6
TASK_0478,2024-01-20 22:00:00,Financial Analysis,Word,Retail Banking,Compliance,Agent_C,False,36.09,Format Error,48.34,2839,3
TASK_0479,2024-01-20 23:00:00,Market Research,JSON,Investment Banking,Formatting,Agent_B,True,77.58,,27.61,956,6
TASK_0480,2024-01-21 00:00:00,Risk Assessment,CSV,Trading,Data Quality,Agent_B,True,88.2,,31.31,1202,10
TASK_0481,2024-01-21 01:00:00,Risk Assessment,PDF,Trading,Completeness,Agent_B,False,32.42,Logic Error,39.96,939,4
TASK_0482,2024-01-21 02:00:00,Financial Analysis,JSON,Insurance,Data Quality,Agent_B,True,84.03,,45.92,4396,8
TASK_0483,2024-01-21 03:00:00,Compliance Check,CSV,Asset Management,Completeness,Agent_C,False,28.63,Logic Error,32.88,517,3
TASK_0484,2024-01-21 04:00:00,Report Generation,CSV,Asset Management,Timeliness,Agent_A,True,82.37,,10.24,3725,6
TASK_0485,2024-01-21 05:00:00,Report Generation,Excel,Asset Management,Compliance,Agent_B,True,77.28,,23.89,266,10
TASK_0486,2024-01-21 06:00:00,Risk Assessment,Excel,Trading,Data Quality,Agent_B,True,83.86,,44.07,3995,5
TASK_0487,2024-01-21 07:00:00,Market Research,PDF,Retail Banking,Accuracy,Agent_B,False,36.15,Incomplete Output,53.44,3198,2
TASK_0488,2024-01-21 08:00:00,Data Extraction,Word,Asset Management,Data Quality,Agent_B,True,83.13,,38.07,1219,1
TASK_0489,2024-01-21 09:00:00,Data Extraction,CSV,Retail Banking,Formatting,Agent_C,True,94.13,,24.41,1483,6
TASK_0490,2024-01-21 10:00:00,Risk Assessment,PDF,Investment Banking,Timeliness,Agent_C,True,84.11,,46.21,233,3
TASK_0491,2024-01-21 11:00:00,Financial Analysis,PDF,Retail Banking,Timeliness,Agent_B,True,96.2,,70.54,489,10
TASK_0492,2024-01-21 12:00:00,Report Generation,Excel,Trading,Formatting,Agent_C,True,78.13,,38.14,44,6
TASK_0493,2024-01-21 13:00:00,Data Extraction,Word,Trading,Formatting,Agent_C,True,83.42,,31.89,1724,5
TASK_0494,2024-01-21 14:00:00,Report Generation,Word,Trading,Formatting,Agent_A,True,86.4,,16.63,1461,1
TASK_0495,2024-01-21 15:00:00,Risk Assessment,CSV,Risk Management,Accuracy,Agent_A,False,56.77,Logic Error,41.16,2946,7
TASK_0496,2024-01-21 16:00:00,Report Generation,Word,Insurance,Accuracy,Agent_B,False,41.06,Format Error,24.99,3525,9
TASK_0497,2024-01-21 17:00:00,Data Extraction,CSV,Insurance,Accuracy,Agent_A,True,85.42,,34.91,3513,7
TASK_0498,2024-01-21 18:00:00,Market Research,Word,Trading,Timeliness,Agent_A,True,74.91,,35.07,4051,7
TASK_0499,2024-01-21 19:00:00,Compliance Check,Excel,Asset Management,Timeliness,Agent_B,True,92.92,,34.25,1008,5
TASK_0500,2024-01-21 20:00:00,Risk Assessment,Word,Asset Management,Accuracy,Agent_A,True,80.22,,40.78,4544,1
TASK_0501,2024-01-21 21:00:00,Report Generation,JSON,Insurance,Compliance,Agent_A,True,80.6,,50.78,4399,7
TASK_0502,2024-01-21 22:00:00,Data Extraction,JSON,Insurance,Compliance,Agent_A,True,95.94,,18.31,1385,2
TASK_0503,2024-01-21 23:00:00,Financial Analysis,Word,Investment Banking,Formatting,Agent_A,True,83.53,,33.3,2397,6
TASK_0504,2024-01-22 00:00:00,Report Generation,PDF,Trading,Timeliness,Agent_A,False,55.31,Timeout,59.67,3258,7
TASK_0505,2024-01-22 01:00:00,Data Extraction,Word,Risk Management,Timeliness,Agent_A,True,80.56,,20.26,306,6
TASK_0506,2024-01-22 02:00:00,Report Generation,PDF,Trading,Data Quality,Agent_B,True,90.12,,46.23,1388,1
TASK_0507,2024-01-22 03:00:00,Report Generation,Excel,Investment Banking,Compliance,Agent_A,True,91.0,,16.99,4258,1
TASK_0508,2024-01-22 04:00:00,Data Extraction,CSV,Retail Banking,Accuracy,Agent_B,True,88.54,,42.21,2898,1
TASK_0509,2024-01-22 05:00:00,Risk Assessment,CSV,Investment Banking,Completeness,Agent_C,True,100.0,,16.31,2078,10
TASK_0510,2024-01-22 06:00:00,Market Research,PDF,Insurance,Completeness,Agent_B,True,79.43,,35.82,1789,9
TASK_0511,2024-01-22 07:00:00,Data Extraction,PDF,Trading,Accuracy,Agent_B,False,43.39,Logic Error,54.99,1691,2
TASK_0512,2024-01-22 08:00:00,Compliance Check,Word,Asset Management,Completeness,Agent_A,True,90.2,,26.36,4296,9
TASK_0513,2024-01-22 09:00:00,Market Research,Word,Insurance,Formatting,Agent_A,True,85.0,,41.51,3349,5
TASK_0514,2024-01-22 10:00:00,Risk Assessment,JSON,Investment Banking,Compliance,Agent_C,True,74.2,,25.85,1841,7
TASK_0515,2024-01-22 11:00:00,Compliance Check,Word,Risk Management,Completeness,Agent_C,False,42.42,Logic Error,28.28,2805,7
TASK_0516,2024-01-22 12:00:00,Financial Analysis,Word,Retail Banking,Accuracy,Agent_A,True,96.11,,58.11,3788,10
TASK_0517,2024-01-22 13:00:00,Report Generation,Excel,Insurance,Data Quality,Agent_A,True,72.66,,23.67,1400,8
TASK_0518,2024-01-22 14:00:00,Financial Analysis,JSON,Investment Banking,Compliance,Agent_C,False,51.04,Logic Error,40.89,2362,9
TASK_0519,2024-01-22 15:00:00,Market Research,CSV,Retail Banking,Compliance,Agent_C,False,56.74,Format Error,25.69,2603,4
TASK_0520,2024-01-22 16:00:00,Financial Analysis,Excel,Risk Management,Timeliness,Agent_B,True,100.0,,50.09,3464,3
TASK_0521,2024-01-22 17:00:00,Market Research,Excel,Asset Management,Formatting,Agent_C,False,62.89,Incomplete Output,17.42,4932,8
TASK_0522,2024-01-22 18:00:00,Report Generation,JSON,Risk Management,Formatting,Agent_C,True,93.24,,38.72,1345,6
TASK_0523,2024-01-22 19:00:00,Data Extraction,CSV,Insurance,Formatting,Agent_B,True,84.51,,29.58,3168,9
TASK_0524,2024-01-22 20:00:00,Report Generation,CSV,Retail Banking,Timeliness,Agent_A,True,85.73,,48.07,392,1
TASK_0525,2024-01-22 21:00:00,Report Generation,Word,Insurance,Compliance,Agent_C,True,88.78,,39.37,3334,1
TASK_0526,2024-01-22 22:00:00,Data Extraction,JSON,Retail Banking,Completeness,Agent_B,False,60.98,Format Error,44.53,4807,9
TASK_0527,2024-01-22 23:00:00,Risk Assessment,Word,Risk Management,Compliance,Agent_A,True,74.71,,31.08,1115,6
TASK_0528,2024-01-23 00:00:00,Compliance Check,Word,Investment Banking,Data Quality,Agent_B,False,42.28,Incomplete Output,28.94,3649,4
TASK_0529,2024-01-23 01:00:00,Compliance Check,Word,Trading,Data Quality,Agent_C,False,51.47,Format Error,38.78,4953,10
TASK_0530,2024-01-23 02:00:00,Risk Assessment,JSON,Trading,Completeness,Agent_B,True,84.98,,30.21,3741,3
TASK_0531,2024-01-23 03:00:00,Financial Analysis,Word,Investment Banking,Timeliness,Agent_B,True,88.83,,56.8,1472,6
TASK_0532,2024-01-23 04:00:00,Report Generation,PDF,Retail Banking,Accuracy,Agent_C,True,85.27,,34.58,3163,1
TASK_0533,2024-01-23 05:00:00,Data Extraction,Excel,Investment Banking,Compliance,Agent_B,True,91.1,,21.85,4577,8
TASK_0534,2024-01-23 06:00:00,Financial Analysis,Word,Retail Banking,Data Quality,Agent_A,False,59.41,Hallucination,55.69,928,6
TASK_0535,2024-01-23 07:00:00,Report Generation,Excel,Retail Banking,Completeness,Agent_C,False,54.71,Incomplete Output,11.41,4575,10
TASK_0536,2024-01-23 08:00:00,Financial Analysis,JSON,Risk Management,Accuracy,Agent_B,True,77.2,,63.04,1877,10
TASK_0537,2024-01-23 09:00:00,Report Generation,CSV,Risk Management,Compliance,Agent_C,True,76.49,,22.1,4641,7
TASK_0538,2024-01-23 10:00:00,Report Generation,PDF,Asset Management,Formatting,Agent_B,True,68.4,,44.14,2667,1
TASK_0539,2024-01-23 11:00:00,Market Research,Excel,Retail Banking,Accuracy,Agent_B,True,88.71,,24.49,1311,3
TASK_0540,2024-01-23 12:00:00,Report Generation,PDF,Asset Management,Completeness,Agent_C,False,70.65,Logic Error,43.31,70,6
TASK_0541,2024-01-23 13:00:00,Risk Assessment,JSON,Investment Banking,Compliance,Agent_B,True,85.43,,32.43,2165,2
TASK_0542,2024-01-23 14:00:00,Market Research,Word,Asset Management,Data Quality,Agent_B,True,98.14,,37.54,2491,1
TASK_0543,2024-01-23 15:00:00,Compliance Check,JSON,Risk Management,Data Quality,Agent_A,True,86.31,,18.04,1231,3
TASK_0544,2024-01-23 16:00:00,Risk Assessment,Word,Investment Banking,Completeness,Agent_A,False,42.99,Logic Error,34.12,2678,7
TASK_0545,2024-01-23 17:00:00,Report Generation,PDF,Trading,Timeliness,Agent_B,False,64.72,Missing Data,39.34,3628,3
TASK_0546,2024-01-23 18:00:00,Compliance Check,Excel,Investment Banking,Accuracy,Agent_A,False,49.18,Missing Data,38.62,3124,7
TASK_0547,2024-01-23 19:00:00,Financial Analysis,PDF,Trading,Data Quality,Agent_B,True,87.38,,54.16,3178,10
TASK_0548,2024-01-23 20:00:00,Report Generation,Excel,Insurance,Compliance,Agent_A,True,91.41,,39.77,3913,2
TASK_0549,2024-01-23 21:00:00,Risk Assessment,Excel,Asset Management,Completeness,Agent_C,True,81.94,,16.87,2504,10
TASK_0550,2024-01-23 22:00:00,Financial Analysis,CSV,Retail Banking,Accuracy,Agent_A,True,73.57,,52.22,4714,1
TASK_0551,2024-01-23 23:00:00,Compliance Check,PDF,Retail Banking,Accuracy,Agent_B,False,33.32,Missing Data,41.85,2425,8
TASK_0552,2024-01-24 00:00:00,Risk Assessment,CSV,Trading,Timeliness,Agent_B,False,68.18,Missing Data,54.14,505,4
TASK_0553,2024-01-24 01:00:00,Compliance Check,Word,Retail Banking,Accuracy,Agent_A,False,85.17,Format Error,30.65,3286,5
TASK_0554,2024-01-24 02:00:00,Report Generation,Excel,Asset Management,Completeness,Agent_A,True,90.83,,16.03,1726,3
TASK_0555,2024-01-24 03:00:00,Risk Assessment,PDF,Retail Banking,Formatting,Agent_A,True,70.63,,38.39,652,1
TASK_0556,2024-01-24 04:00:00,Risk Assessment,CSV,Asset Management,Compliance,Agent_A,True,89.48,,9.81,4513,6
TASK_0557,2024-01-24 05:00:00,Market Research,PDF,Investment Banking,Accuracy,Agent_B,True,95.75,,26.88,4592,6
TASK_0558,2024-01-24 06:00:00,Data Extraction,PDF,Risk Management,Formatting,Agent_B,True,93.08,,36.55,310,4
TASK_0559,2024-01-24 07:00:00,Report Generation,JSON,Asset Management,Timeliness,Agent_B,False,31.74,Logic Error,4.12,4835,1
TASK_0560,2024-01-24 08:00:00,Compliance Check,Excel,Asset Management,Completeness,Agent_A,True,92.68,,34.62,1309,3
TASK_0561,2024-01-24 09:00:00,Data Extraction,Excel,Asset Management,Data Quality,Agent_C,True,80.43,,31.97,3437,6
TASK_0562,2024-01-24 10:00:00,Risk Assessment,JSON,Asset Management,Formatting,Agent_B,True,80.22,,6.1,1807,4
TASK_0563,2024-01-24 11:00:00,Report Generation,Word,Insurance,Timeliness,Agent_C,False,40.8,Missing Data,17.21,544,5
TASK_0564,2024-01-24 12:00:00,Compliance Check,PDF,Insurance,Timeliness,Agent_B,True,84.26,,42.6,3348,6
TASK_0565,2024-01-24 13:00:00,Risk Assessment,Word,Insurance,Data Quality,Agent_C,False,45.74,Incomplete Output,37.69,555,9
TASK_0566,2024-01-24 14:00:00,Risk Assessment,Excel,Investment Banking,Accuracy,Agent_C,True,100.0,,42.53,4621,10
TASK_0567,2024-01-24 15:00:00,Compliance Check,Excel,Retail Banking,Timeliness,Agent_B,False,30.01,Logic Error,32.2,339,2
TASK_0568,2024-01-24 16:00:00,Market Research,Word,Insurance,Formatting,Agent_C,True,80.64,,15.15,1684,5
TASK_0569,2024-01-24 17:00:00,Data Extraction,Excel,Trading,Compliance,Agent_A,True,94.32,,30.22,863,5
TASK_0570,2024-01-24 18:00:00,Data Extraction,Excel,Risk Management,Compliance,Agent_C,True,94.47,,21.41,1279,6
TASK_0571,2024-01-24 19:00:00,Data Extraction,Excel,Risk Management,Completeness,Agent_B,True,84.15,,47.05,79,5
TASK_0572,2024-01-24 20:00:00,Financial Analysis,PDF,Insurance,Completeness,Agent_A,True,90.74,,59.65,3875,9
TASK_0573,2024-01-24 21:00:00,Report Generation,Excel,Investment Banking,Compliance,Agent_B,True,88.04,,47.51,4394,5
TASK_0574,2024-01-24 22:00:00,Risk Assessment,Excel,Investment Banking,Timeliness,Agent_B,True,81.91,,39.07,4507,8
TASK_0575,2024-01-24 23:00:00,Compliance Check,JSON,Trading,Completeness,Agent_C,False,49.21,Hallucination,40.16,3123,3
TASK_0576,2024-01-25 00:00:00,Risk Assessment,Word,Risk Management,Formatting,Agent_B,False,30.55,Missing Data,18.45,1937,2
TASK_0577,2024-01-25 01:00:00,Financial Analysis,Word,Retail Banking,Data Quality,Agent_B,True,92.46,,45.85,2948,10
TASK_0578,2024-01-25 02:00:00,Risk Assessment,JSON,Retail Banking,Formatting,Agent_B,True,79.1,,31.81,4387,10
TASK_0579,2024-01-25 03:00:00,Data Extraction,JSON,Investment Banking,Timeliness,Agent_A,True,87.0,,38.09,664,10
TASK_0580,2024-01-25 04:00:00,Data Extraction,CSV,Asset Management,Timeliness,Agent_B,True,89.51,,16.76,4526,7
TASK_0581,2024-01-25 05:00:00,Compliance Check,Word,Trading,Timeliness,Agent_A,False,39.17,Incomplete Output,26.94,4294,4
TASK_0582,2024-01-25 06:00:00,Compliance Check,Excel,Investment Banking,Compliance,Agent_B,False,57.89,Incomplete Output,30.8,4389,8
TASK_0583,2024-01-25 07:00:00,Report Generation,Word,Retail Banking,Data Quality,Agent_B,False,47.51,Incomplete Output,34.17,1075,6
TASK_0584,2024-01-25 08:00:00,Data Extraction,Word,Investment Banking,Accuracy,Agent_A,False,53.93,Incomplete Output,24.1,2456,5
TASK_0585,2024-01-25 09:00:00,Compliance Check,CSV,Risk Management,Formatting,Agent_B,True,94.7,,25.07,3020,9
TASK_0586,2024-01-25 10:00:00,Compliance Check,Word,Retail Banking,Formatting,Agent_C,True,74.71,,38.74,2007,4
TASK_0587,2024-01-25 11:00:00,Compliance Check,PDF,Trading,Completeness,Agent_C,True,77.94,,30.76,2921,10
TASK_0588,2024-01-25 12:00:00,Financial Analysis,CSV,Insurance,Formatting,Agent_B,False,49.62,Incomplete Output,39.04,928,6
TASK_0589,2024-01-25 13:00:00,Data Extraction,PDF,Insurance,Accuracy,Agent_C,True,85.31,,59.41,3448,8
TASK_0590,2024-01-25 14:00:00,Report Generation,CSV,Retail Banking,Accuracy,Agent_B,True,88.05,,33.12,4583,4
TASK_0591,2024-01-25 15:00:00,Report Generation,PDF,Risk Management,Completeness,Agent_A,False,30.74,Timeout,43.21,1857,4
TASK_0592,2024-01-25 16:00:00,Data Extraction,Excel,Risk Management,Timeliness,Agent_C,False,32.18,Hallucination,13.6,3067,5
TASK_0593,2024-01-25 17:00:00,Compliance Check,CSV,Risk Management,Timeliness,Agent_B,True,99.64,,31.12,28,7
TASK_0594,2024-01-25 18:00:00,Financial Analysis,JSON,Trading,Compliance,Agent_C,False,25.06,Timeout,49.39,3971,10
TASK_0595,2024-01-25 19:00:00,Risk Assessment,CSV,Asset Management,Formatting,Agent_A,True,77.22,,39.82,94,5
TASK_0596,2024-01-25 20:00:00,Financial Analysis,PDF,Investment Banking,Timeliness,Agent_B,True,100.0,,57.84,2204,4
TASK_0597,2024-01-25 21:00:00,Risk Assessment,PDF,Trading,Data Quality,Agent_A,True,85.52,,28.33,1858,1
TASK_0598,2024-01-25 22:00:00,Risk Assessment,CSV,Trading,Compliance,Agent_C,True,92.78,,31.18,3598,8
TASK_0599,2024-01-25 23:00:00,Compliance Check,Excel,Risk Management,Accuracy,Agent_A,False,55.32,Missing Data,46.41,4382,3
TASK_0600,2024-01-26 00:00:00,Financial Analysis,CSV,Investment Banking,Timeliness,Agent_B,True,84.34,,60.91,382,1
TASK_0601,2024-01-26 01:00:00,Financial Analysis,PDF,Trading,Completeness,Agent_C,False,45.68,Hallucination,70.58,4388,2
TASK_0602,2024-01-26 02:00:00,Market Research,JSON,Insurance,Accuracy,Agent_A,False,49.87,Hallucination,11.96,4534,4
TASK_0603,2024-01-26 03:00:00,Market Research,PDF,Trading,Data Quality,Agent_A,True,99.95,,49.2,1971,9
TASK_0604,2024-01-26 04:00:00,Report Generation,JSON,Retail Banking,Accuracy,Agent_B,False,39.06,Logic Error,18.69,3346,8
TASK_0605,2024-01-26 05:00:00,Data Extraction,Word,Insurance,Data Quality,Agent_C,True,80.28,,36.99,2490,1
TASK_0606,2024-01-26 06:00:00,Risk Assessment,CSV,Insurance,Data Quality,Agent_C,True,88.94,,29.42,688,1
TASK_0607,2024-01-26 07:00:00,Compliance Check,Excel,Asset Management,Data Quality,Agent_C,False,33.64,Incomplete Output,27.62,2450,9
TASK_0608,2024-01-26 08:00:00,Market Research,CSV,Insurance,Completeness,Agent_A,True,92.04,,34.96,3493,2
TASK_0609,2024-01-26 09:00:00,Report Generation,JSON,Trading,Data Quality,Agent_C,True,72.41,,17.79,4283,10
TASK_0610,2024-01-26 10:00:00,Market Research,JSON,Asset Management,Completeness,Agent_B,True,87.32,,30.46,2384,9
TASK_0611,2024-01-26 11:00:00,Report Generation,JSON,Insurance,Completeness,Agent_B,True,97.85,,21.02,4431,2
TASK_0612,2024-01-26 12:00:00,Compliance Check,Excel,Insurance,Formatting,Agent_B,True,72.85,,29.11,1302,8
TASK_0613,2024-01-26 13:00:00,Risk Assessment,JSON,Retail Banking,Accuracy,Agent_B,False,27.87,Incomplete Output,30.29,3597,8
TASK_0614,2024-01-26 14:00:00,Report Generation,CSV,Insurance,Compliance,Agent_A,True,77.9,,43.6,3137,9
TASK_0615,2024-01-26 15:00:00,Compliance Check,JSON,Risk Management,Data Quality,Agent_A,True,75.98,,41.28,364,1
TASK_0616,2024-01-26 16:00:00,Financial Analysis,Excel,Investment Banking,Timeliness,Agent_B,True,93.37,,57.6,1400,7
TASK_0617,2024-01-26 17:00:00,Report Generation,CSV,Asset Management,Completeness,Agent_A,True,93.67,,46.04,1153,10
TASK_0618,2024-01-26 18:00:00,Financial Analysis,PDF,Risk Management,Timeliness,Agent_C,False,57.91,Timeout,46.96,1939,10
TASK_0619,2024-01-26 19:00:00,Data Extraction,Excel,Insurance,Formatting,Agent_A,True,77.48,,24.39,2589,9
TASK_0620,2024-01-26 20:00:00,Risk Assessment,Excel,Investment Banking,Compliance,Agent_C,True,75.13,,28.35,4000,6
TASK_0621,2024-01-26 21:00:00,Market Research,Excel,Risk Management,Compliance,Agent_A,True,85.0,,24.32,58,4
TASK_0622,2024-01-26 22:00:00,Financial Analysis,Excel,Trading,Completeness,Agent_B,True,84.98,,61.16,841,10
TASK_0623,2024-01-26 23:00:00,Risk Assessment,CSV,Asset Management,Completeness,Agent_C,True,85.63,,40.54,2738,5
TASK_0624,2024-01-27 00:00:00,Data Extraction,Word,Trading,Compliance,Agent_A,True,80.14,,25.96,574,6
TASK_0625,2024-01-27 01:00:00,Compliance Check,JSON,Retail Banking,Timeliness,Agent_C,True,100.0,,32.68,358,6
TASK_0626,2024-01-27 02:00:00,Compliance Check,Excel,Insurance,Compliance,Agent_B,True,87.57,,28.35,1903,10
TASK_0627,2024-01-27 03:00:00,Report Generation,CSV,Investment Banking,Timeliness,Agent_C,False,52.31,Hallucination,40.72,456,3
TASK_0628,2024-01-27 04:00:00,Report Generation,JSON,Investment Banking,Accuracy,Agent_C,True,84.08,,26.15,4315,10
TASK_0629,2024-01-27 05:00:00,Compliance Check,PDF,Retail Banking,Completeness,Agent_B,False,24.16,Incomplete Output,55.41,2142,1
TASK_0630,2024-01-27 06:00:00,Market Research,PDF,Insurance,Completeness,Agent_A,True,94.0,,57.65,2312,10
TASK_0631,2024-01-27 07:00:00,Compliance Check,CSV,Investment Banking,Timeliness,Agent_C,False,43.11,Format Error,39.67,158,2
TASK_0632,2024-01-27 08:00:00,Market Research,CSV,Risk Management,Completeness,Agent_B,True,79.12,,9.8,3280,6
TASK_0633,2024-01-27 09:00:00,Compliance Check,CSV,Risk Management,Timeliness,Agent_B,True,88.68,,52.44,3858,10
TASK_0634,2024-01-27 10:00:00,Risk Assessment,Word,Risk Management,Compliance,Agent_A,True,85.99,,23.74,3825,6
TASK_0635,2024-01-27 11:00:00,Data Extraction,Word,Investment Banking,Accuracy,Agent_A,True,71.95,,25.97,3301,8
TASK_0636,2024-01-27 12:00:00,Compliance Check,Word,Retail Banking,Completeness,Agent_A,True,88.06,,21.95,2980,1
